SCIENTIFIC;OBSERVATIO;EVENT COUN;COUNTRY;LOCALITY_ID;LATITUDE;LONGITUDE;DD;MM;YY;CodZVid2;ZonVida2;Leyenda;SRTM_W_250
Hylocichla mustelina;1;1;Belize;1444075;16.1413;-88.79804;10;4;1999;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;19
Hylocichla mustelina;8;1;Belize;4479131;16.09093;-88.85162;14;11;2000;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;25
Hylocichla mustelina;2;1;Belize;1297030;16.1211;-88.93155;15;12;2004;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;139
Hylocichla mustelina;3;1;Belize;1285233;16.0848;-88.81906;14;12;2005;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;9
Hylocichla mustelina;4;1;Belize;1285233;16.0848;-88.81906;24;11;2006;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;9
Hylocichla mustelina;6;1;Belize;1285233;16.0848;-88.81906;23;11;2006;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;9
Hylocichla mustelina;10;1;Belize;877352;16.16691;-88.8112;5;12;2006;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;8;1;Belize;877352;16.16691;-88.8112;6;12;2006;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Belize;878142;16.17528;-88.95561;14;3;2007;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;18
Hylocichla mustelina;5;1;Belize;1110925;16.09476;-88.83536;7;3;2007;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;16
Hylocichla mustelina;2;1;Belize;1285233;16.0848;-88.81906;2;12;2007;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;9
Hylocichla mustelina;2;1;Belize;1110794;16.23025;-88.94347;17;12;2008;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;19
Hylocichla mustelina;8;1;Belize;878142;16.17528;-88.95561;4;1;2009;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;18
Hylocichla mustelina;1;1;Belize;877352;16.16691;-88.8112;30;3;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;3;1;Belize;877352;16.16691;-88.8112;31;3;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Belize;1287579;16.19528;-88.9775;30;12;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;18
Hylocichla mustelina;1;1;Belize;1110794;16.23025;-88.94347;20;12;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;19
Hylocichla mustelina;2;1;Belize;1287546;16.09756;-88.92723;23;12;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;9
Hylocichla mustelina;6;1;Belize;877352;16.16691;-88.8112;7;12;2011;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;6;1;Belize;877352;16.16691;-88.8112;7;12;2011;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Belize;603431;16.09;-88.83443;15;3;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;12
Hylocichla mustelina;1;1;Belize;877352;16.16691;-88.8112;17;3;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Belize;877352;16.16691;-88.8112;16;3;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Belize;877352;16.16691;-88.8112;16;3;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;1;1;Belize;877352;16.16691;-88.8112;17;3;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;2;1;Belize;4531087;16.23621;-89.04384;14;11;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;144
Hylocichla mustelina;2;1;Belize;4531087;16.23621;-89.04384;14;11;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;144
Hylocichla mustelina;2;1;Belize;4531087;16.23621;-89.04384;14;11;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;144
Hylocichla mustelina;1;1;Belize;1439585;16.10143;-88.80732;22;11;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;14
Hylocichla mustelina;6;1;Belize;1430604;16.55576;-88.70664;31;1;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;57
Hylocichla mustelina;7;1;Belize;877352;16.16691;-88.8112;5;1;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;3;1;Belize;1862548;16.11137;-88.80516;2;1;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;20
Hylocichla mustelina;1;1;Belize;2594444;16.1483;-88.81167;6;11;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;28
Hylocichla mustelina;1;1;Belize;2587214;16.09802;-88.80464;4;1;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;12
Hylocichla mustelina;2;1;Belize;877352;16.16691;-88.8112;20;2;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;2;1;Belize;877352;16.16691;-88.8112;20;2;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;3;1;Belize;3143217;16.15957;-88.80673;31;10;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;54
Hylocichla mustelina;3;1;Belize;3143217;16.15957;-88.80673;31;9;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;54
Hylocichla mustelina;3;1;Belize;877352;16.16691;-88.8112;31;9;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;46
Hylocichla mustelina;2;1;Belize;3184220;16.23732;-89.0418;18;11;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;133
Hylocichla mustelina;1;1;Belize;618967;16.26058;-88.89072;30;3;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;21
Hylocichla mustelina;1;1;Belize;618967;16.26058;-88.89072;30;3;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;21
Hylocichla mustelina;5;1;Belize;1487237;16.21851;-88.74916;20;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;4;1;Belize;1487237;16.21851;-88.74916;17;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;5;1;Belize;1487237;16.21851;-88.74916;18;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;6;1;Belize;1487237;16.21851;-88.74916;16;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;3;1;Belize;1487237;16.21851;-88.74916;21;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;8;1;Belize;1487237;16.21851;-88.74916;15;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;9;1;Belize;1487237;16.21851;-88.74916;22;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;6;1;Belize;1487237;16.21851;-88.74916;23;12;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;10;1;Belize;1487237;16.21851;-88.74916;29;1;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;3;1;Belize;1487237;16.21851;-88.74916;27;1;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;5;1;Belize;1487237;16.21851;-88.74916;13;1;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;4;1;Belize;1285233;16.0848;-88.81906;3;1;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;9
Hylocichla mustelina;5;1;Belize;1487237;16.21851;-88.74916;30;1;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;4;1;Belize;4479131;16.09093;-88.85162;3;1;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;25
Hylocichla mustelina;6;1;Belize;1487237;16.21851;-88.74916;7;2;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;2;1;Belize;1487237;16.21851;-88.74916;5;2;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;8;1;Belize;1487237;16.21851;-88.74916;6;2;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;4;1;Belize;1487237;16.21851;-88.74916;2;2;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;10;1;Belize;1487237;16.21851;-88.74916;17;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;4;1;Belize;1487237;16.21851;-88.74916;18;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;1;1;Belize;1487237;16.21851;-88.74916;30;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;3;1;Belize;1487237;16.21851;-88.74916;31;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;3;1;Belize;1487237;16.21851;-88.74916;23;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;1;1;Belize;4055445;16.14888;-88.76762;21;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;8
Hylocichla mustelina;4;1;Belize;1487237;16.21851;-88.74916;19;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;9;1;Belize;1487237;16.21851;-88.74916;14;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;4;1;Belize;1487237;16.21851;-88.74916;20;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;1;1;Belize;1487237;16.21851;-88.74916;21;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;3;1;Belize;1487237;16.21851;-88.74916;10;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;3;1;Belize;1487237;16.21851;-88.74916;9;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;6;1;Belize;1487237;16.21851;-88.74916;15;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;1;1;Belize;1487237;16.21851;-88.74916;12;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;8;1;Belize;1487237;16.21851;-88.74916;11;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;1;1;Belize;1487237;16.21851;-88.74916;8;3;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;1;1;Belize;1487237;16.21851;-88.74916;1;4;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;10
Hylocichla mustelina;2;1;Belize;4491123;16.51362;-88.63291;15;4;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;33
Hylocichla mustelina;1;1;Belize;618967;16.26058;-88.89072;7;9;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;21
Hylocichla mustelina;1;1;Belize;3855232;16.26218;-88.88705;7;9;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;24
Hylocichla mustelina;1;1;Belize;618967;16.26058;-88.89072;7;9;2016;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;21
Hylocichla mustelina;3;1;Costa Rica;436229;10.4361;-84.7107;24;9;2005;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;3;1;Costa Rica;441317;10.08566;-84.40598;23;12;2005;bh-P;Bosque Humedo Premontano;bh-P - Bosque Húmedo Premontano;1309
Hylocichla mustelina;1;1;Costa Rica;2474991;10.50356;-84.69509;2;1;2007;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;433
Hylocichla mustelina;3;1;Costa Rica;441662;10.08887;-84.39302;29;11;2007;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1128
Hylocichla mustelina;1;1;Costa Rica;441662;10.08887;-84.39302;2;12;2007;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;1128
Hylocichla mustelina;1;1;Costa Rica;436229;10.4361;-84.7107;5;1;2008;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;1;1;Costa Rica;2318975;10.47162;-84.64552;21;3;2008;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;254
Hylocichla mustelina;1;1;Costa Rica;2319117;10.49341;-84.76716;4;2;2009;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;772
Hylocichla mustelina;1;1;Costa Rica;440156;10.68515;-84.18112;3;3;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;1;1;Costa Rica;440156;10.68515;-84.18112;3;3;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;5;1;Costa Rica;1469245;10.71301;-85.04083;31;10;2009;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;12;1;Costa Rica;1469245;10.71301;-85.04083;22;11;2009;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;2;1;Costa Rica;520288;10.2029;-84.48463;30;11;2009;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;1097
Hylocichla mustelina;3;1;Costa Rica;436220;10.27198;-84.52401;29;11;2009;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;483
Hylocichla mustelina;2;1;Costa Rica;520288;10.2029;-84.48463;29;11;2009;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;1097
Hylocichla mustelina;1;1;Costa Rica;436229;10.4361;-84.7107;16;1;2010;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;1;1;Costa Rica;436229;10.4361;-84.7107;5;4;2010;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;1;1;Costa Rica;436229;10.4361;-84.7107;9;4;2010;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;1;1;Costa Rica;3250876;10.38272;-84.61743;7;11;2010;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;443
Hylocichla mustelina;1;1;Costa Rica;3250876;10.38272;-84.61743;8;11;2010;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;443
Hylocichla mustelina;2;1;Costa Rica;520288;10.2029;-84.48463;15;12;2010;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;1097
Hylocichla mustelina;9;1;Costa Rica;436220;10.27198;-84.52401;15;12;2010;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;483
Hylocichla mustelina;1;1;Costa Rica;2224361;10.23384;-84.5755;24;3;2011;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;722
Hylocichla mustelina;2;1;Costa Rica;436229;10.4361;-84.7107;2;3;2011;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;2;1;Costa Rica;1137175;10.72918;-85.08113;25;3;2011;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;570
Hylocichla mustelina;1;1;Costa Rica;1137175;10.72918;-85.08113;26;3;2011;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;570
Hylocichla mustelina;1;1;Costa Rica;2224361;10.23384;-84.5755;11;1;2012;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;722
Hylocichla mustelina;1;1;Costa Rica;3401615;10.52579;-84.44178;24;2;2012;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;73
Hylocichla mustelina;1;1;Costa Rica;3382767;10.43448;-84.70057;26;2;2012;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;733
Hylocichla mustelina;1;1;Costa Rica;2243397;10.37977;-84.5882;31;3;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;291
Hylocichla mustelina;1;1;Costa Rica;1469245;10.71301;-85.04083;17;3;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;1;1;Costa Rica;1469245;10.71301;-85.04083;17;3;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;1;1;Costa Rica;1469245;10.71301;-85.04083;9;4;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;1;1;Costa Rica;1469245;10.71301;-85.04083;9;4;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;1;1;Costa Rica;470439;10.68636;-84.20616;2;4;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;55
Hylocichla mustelina;1;1;Costa Rica;470439;10.68636;-84.20616;1;4;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;55
Hylocichla mustelina;1;1;Costa Rica;1469245;10.71301;-85.04083;9;4;2012;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;3;1;Costa Rica;440156;10.68515;-84.18112;21;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;3;1;Costa Rica;440156;10.68515;-84.18112;21;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;3;1;Costa Rica;440156;10.68515;-84.18112;21;12;2012;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;67
Hylocichla mustelina;2;1;Costa Rica;1026105;10.20526;-84.61239;18;12;2012;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;1205
Hylocichla mustelina;2;1;Costa Rica;1873352;10.38753;-84.59825;9;1;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;330
Hylocichla mustelina;1;1;Costa Rica;436229;10.4361;-84.7107;2;1;2013;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;1;1;Costa Rica;1894059;10.50353;-84.68766;16;1;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;394
Hylocichla mustelina;1;1;Costa Rica;2224361;10.23384;-84.5755;9;1;2013;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;722
Hylocichla mustelina;1;1;Costa Rica;1873352;10.38753;-84.59825;13;1;2013;bmh-T;Bosque Muy Humedo Tropical;bmh-T - Bosque Muy Humedo Tropical;330
Hylocichla mustelina;1;1;Costa Rica;2019383;10.4592;-84.67386;3;1;2013;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;472
Hylocichla mustelina;4;1;Costa Rica;1469245;10.71301;-85.04083;5;2;2013;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;707
Hylocichla mustelina;3;1;Costa Rica;436229;10.4361;-84.7107;1;2;2013;bp-P;Bosque Pluvial Premontano;bp-P - Bosque Pluvial Premontano;726
Hylocichla mustelina;1;1;Costa Rica;507414;10.20574;-84.31723;25;2;2013;bp-MB;Bosque Pluvial Montano Bajo;bp-MB - Bosque Pluvial Montano Bajo;1552
Hylocichla mustelina;1;1;Costa Rica;507414;10.20574;-84.31723;25;2;2013;bp-MB;Bosque Pluvial Montano Bajo;bp-MB - Bosque Pluvial Montano Bajo;1552
Hylocichla mustelina;1;1;Costa Rica;470439;10.68636;-84.20616;24;2;2013;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;55
Hylocichla mustelina;1;1;Costa Rica;470439;10.68636;-84.20616;24;2;2013;bmh-P;Bosque Muy Humedo Premontano;bmh-P - Bosque Muy Humedo Premontano;55
Hylocichla mustelina;1;1;Guatemala;611698;15.47698;-90.39138;25;1;2009;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1306
Hylocichla mustelina;6;1;Guatemala;611698;15.47698;-90.39138;8;3;2009;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1306
Hylocichla mustelina;2;1;Guatemala;847660;15.48551;-90.36079;9;10;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1374
Hylocichla mustelina;1;1;Guatemala;847660;15.48551;-90.36079;15;10;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1374
Hylocichla mustelina;4;1;Guatemala;1022271;15.54167;-89.94967;6;11;2010;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;294
Hylocichla mustelina;2;1;Guatemala;792024;15.37325;-90.351;9;4;2011;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1414
Hylocichla mustelina;2;1;Guatemala;2024647;15.37205;-90.35072;8;11;2011;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1415
Hylocichla mustelina;3;1;Guatemala;1022271;15.54167;-89.94967;21;1;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;294
Hylocichla mustelina;1;1;Guatemala;2024636;15.37758;-90.35191;1;11;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1486
Hylocichla mustelina;1;1;Guatemala;2024637;15.37649;-90.35041;1;11;2012;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1478
Hylocichla mustelina;1;1;Guatemala;1022271;15.54167;-89.94967;23;3;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;294
Hylocichla mustelina;1;1;Guatemala;1022271;15.54167;-89.94967;23;3;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;294
Hylocichla mustelina;2;1;Guatemala;792024;15.37325;-90.351;30;10;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1414
Hylocichla mustelina;2;1;Guatemala;847660;15.48551;-90.36079;23;12;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1374
Hylocichla mustelina;2;1;Guatemala;847660;15.48551;-90.36079;23;12;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1374
Hylocichla mustelina;4;1;Guatemala;2493461;15.43422;-90.42596;23;12;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1439
Hylocichla mustelina;4;1;Guatemala;2493461;15.43422;-90.42596;23;12;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1439
Hylocichla mustelina;4;1;Guatemala;2493461;15.43422;-90.42596;23;12;2013;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1439
Hylocichla mustelina;6;1;Guatemala;1624966;15.9249;-90.66376;5;1;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;173
Hylocichla mustelina;3;1;Guatemala;1624966;15.9249;-90.66376;4;1;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;173
Hylocichla mustelina;2;1;Guatemala;2262354;15.6092;-90.38343;2;1;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;875
Hylocichla mustelina;2;1;Guatemala;792024;15.37325;-90.351;10;11;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1414
Hylocichla mustelina;2;1;Guatemala;792024;15.37325;-90.351;10;11;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;1414
