SCIENTIFIC;OBSERVATIO;EVENT COUN;COUNTRY;LOCALITY_ID;LATITUDE;LONGITUDE;DD;MM;YY;CodZVid2;ZonVida2;Leyenda;SRTM_W_250
Hylocichla mustelina;1;1;Belize;1450408;17.31968;-88.55974;7;11;1997;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;35
Hylocichla mustelina;1;1;Belize;4630522;17.11004;-88.65942;27;12;1997;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;72
Hylocichla mustelina;2;1;Belize;1450408;17.31968;-88.55974;29;12;1998;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;35
Hylocichla mustelina;1;1;Belize;1464722;17.3555;-88.57793;14;1;1999;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;45
Hylocichla mustelina;2;1;Belize;607774;17.12687;-89.05861;12;2;2006;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;499342;17.25062;-89.14367;13;2;2006;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;233
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;14;2;2006;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;5;1;Belize;1296893;17.20714;-88.64979;27;12;2006;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;50
Hylocichla mustelina;1;1;Belize;549722;17.0492;-88.89925;27;11;2007;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;607
Hylocichla mustelina;2;1;Belize;2710243;17.03857;-88.98425;27;1;2009;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;380
Hylocichla mustelina;2;1;Belize;607774;17.12687;-89.05861;22;2;2009;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;2;1;Belize;607774;17.12687;-89.05861;22;2;2009;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;1772272;17.09876;-88.96562;3;2;2013;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;259
Hylocichla mustelina;1;1;Belize;1772272;17.09876;-88.96562;2;2;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;259
Hylocichla mustelina;2;1;Belize;1739069;16.73326;-88.98583;14;3;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;588
Hylocichla mustelina;2;1;Belize;1739069;16.73326;-88.98583;14;3;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;588
Hylocichla mustelina;2;1;Belize;2596792;17.14891;-88.69473;10;3;2014;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;76
Hylocichla mustelina;5;1;Belize;1356353;17.03642;-88.95333;12;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;455
Hylocichla mustelina;3;1;Belize;2749276;17.15813;-88.68377;20;11;2014;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;90
Hylocichla mustelina;5;1;Belize;1356353;17.03642;-88.95333;12;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;455
Hylocichla mustelina;1;1;Belize;1356353;17.03642;-88.95333;9;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;455
Hylocichla mustelina;5;1;Belize;1356353;17.03642;-88.95333;12;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;455
Hylocichla mustelina;1;1;Belize;793765;17.3023;-88.55555;1;11;2014;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;31
Hylocichla mustelina;1;1;Belize;793765;17.3023;-88.55555;1;11;2014;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;31
Hylocichla mustelina;1;1;Belize;2021318;17.09774;-88.97438;23;12;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;1;1;Belize;2021318;17.09774;-88.97438;21;12;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;231
Hylocichla mustelina;2;1;Belize;3274604;17.16737;-88.68328;2;1;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;2;1;Belize;3296283;17.24654;-88.80144;16;1;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;45
Hylocichla mustelina;2;1;Belize;3296283;17.24654;-88.80144;16;1;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;45
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;24;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;607774;17.12687;-89.05861;25;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;103
Hylocichla mustelina;1;1;Belize;1739069;16.73326;-88.98583;2;4;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;588
Hylocichla mustelina;1;1;Belize;3974503;16.82311;-88.94235;25;9;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;421
Hylocichla mustelina;2;1;Belize;3977035;17.1655;-88.68281;27;10;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;73
Hylocichla mustelina;2;1;Belize;3977035;17.1655;-88.68281;27;10;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;73
Hylocichla mustelina;2;1;Belize;3977035;17.1655;-88.68281;27;10;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;73
Hylocichla mustelina;1;1;Belize;1316407;17.15423;-88.8519;18;11;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;107
Hylocichla mustelina;2;1;Belize;1316407;17.15423;-88.8519;21;11;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;107
Hylocichla mustelina;4;1;Belize;2116934;16.9788;-89.00649;19;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;431
Hylocichla mustelina;2;1;Belize;4209020;17.2454;-88.96159;1;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;76
Hylocichla mustelina;2;1;Belize;4209020;17.2454;-88.96159;1;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;76
Hylocichla mustelina;1;1;Belize;1316407;17.15423;-88.8519;4;2;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;107
Hylocichla mustelina;5;1;Belize;614913;17.04705;-89.06098;17;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;4;1;Belize;614913;17.04705;-89.06098;20;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;18;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;17;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;1;1;Belize;614913;17.04705;-89.06098;19;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;19;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;3;1;Belize;1462024;17.17819;-88.97399;18;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;144
Hylocichla mustelina;3;1;Belize;1462024;17.17819;-88.97399;18;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;144
Hylocichla mustelina;1;1;Belize;1462024;17.17819;-88.97399;19;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;144
Hylocichla mustelina;1;1;Belize;4300043;17.04775;-89.06683;18;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;162
Hylocichla mustelina;3;1;Belize;1462024;17.17819;-88.97399;18;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;144
Hylocichla mustelina;1;1;Belize;1316407;17.15423;-88.8519;17;3;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;107
Hylocichla mustelina;1;1;Belize;614913;17.04705;-89.06098;19;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;17;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;18;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;1;1;Belize;4380651;17.15077;-88.85277;31;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;74
Hylocichla mustelina;1;1;Belize;2494150;17.16142;-88.68003;20;3;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;75
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;22;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;3274604;17.16737;-88.68328;11;4;2016;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;105
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;22;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;1;1;Belize;614913;17.04705;-89.06098;22;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;1;1;Belize;614913;17.04705;-89.06098;22;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;3;1;Belize;1239304;17.06596;-89.07383;25;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;67
Hylocichla mustelina;3;1;Belize;1239304;17.06596;-89.07383;25;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;67
Hylocichla mustelina;1;1;Belize;1239304;17.06596;-89.07383;31;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;67
Hylocichla mustelina;1;1;Belize;1239304;17.06596;-89.07383;16;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;67
Hylocichla mustelina;3;1;Belize;1239304;17.06596;-89.07383;30;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;67
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;25;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;3;1;Belize;1239304;17.06596;-89.07383;27;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;67
Hylocichla mustelina;2;1;Belize;4714223;17.1382;-89.08297;13;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;146
Hylocichla mustelina;7;1;Belize;614913;17.04705;-89.06098;11;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;5;1;Belize;614913;17.04705;-89.06098;7;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;614913;17.04705;-89.06098;6;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;1;1;Belize;614913;17.04705;-89.06098;24;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;104
Hylocichla mustelina;2;1;Belize;1462969;18.22832;-88.23455;12;11;1997;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;12
Hylocichla mustelina;4;1;Belize;1295807;18.20902;-88.19902;5;1;2007;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;9
Hylocichla mustelina;4;1;Belize;1295807;18.20902;-88.19902;6;1;2007;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;9
Hylocichla mustelina;3;1;Belize;517617;17.90782;-87.97288;21;4;2007;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;NA
Hylocichla mustelina;8;1;Belize;517617;17.90782;-87.97288;22;4;2007;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;NA
Hylocichla mustelina;3;1;Belize;3179532;18.34157;-88.13365;28;10;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;12
Hylocichla mustelina;1;1;Belize;625893;17.90933;-87.97262;30;3;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;7
Hylocichla mustelina;4;1;Belize;280864;17.5389;-89.1119;7;2;1994;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;1296538;17.78223;-88.53534;18;10;1997;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;12
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;14;3;1998;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;4;1;Belize;330669;17.77125;-88.53427;13;1;1999;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;1;1;Belize;1068923;17.76867;-88.529;20;3;2000;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;2
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;6;12;2000;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;7;12;2000;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;8;12;2000;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;3051006;17.76671;-88.6533;30;1;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;33
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;1;2;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;2;2;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;3;1;Belize;280864;17.5389;-89.1119;28;3;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;3;1;Belize;280864;17.5389;-89.1119;28;3;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;3;1;Belize;280864;17.5389;-89.1119;28;3;2001;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;29;2;2004;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;1372068;17.5393;-89.11115;28;2;2004;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;602370;17.8412;-89.01902;9;12;2004;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;1;1;Belize;330669;17.77125;-88.53427;16;1;2005;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;18
Hylocichla mustelina;3;1;Belize;677011;17.60116;-88.70018;23;2;2009;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;15
Hylocichla mustelina;1;1;Belize;1336306;17.83753;-89.05128;11;12;2011;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;179
Hylocichla mustelina;1;1;Belize;454524;17.76463;-88.65209;23;3;2012;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;28
Hylocichla mustelina;1;1;Belize;454524;17.76463;-88.65209;23;3;2012;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;28
Hylocichla mustelina;1;1;Belize;1336314;17.84145;-89.01836;13;12;2012;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;138
Hylocichla mustelina;1;1;Belize;280864;17.5389;-89.1119;28;3;2013;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;151
Hylocichla mustelina;1;1;Belize;454524;17.76463;-88.65209;25;3;2013;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;28
Hylocichla mustelina;1;1;Belize;602370;17.8412;-89.01902;5;2;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;3;1;Belize;602370;17.8412;-89.01902;11;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;4;1;Belize;602370;17.8412;-89.01902;11;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;3;1;Belize;602370;17.8412;-89.01902;11;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;3;1;Belize;602370;17.8412;-89.01902;11;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;1;1;Belize;602370;17.8412;-89.01902;11;11;2014;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;1;1;Belize;454524;17.76463;-88.65209;27;3;2015;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;28
Hylocichla mustelina;1;1;Belize;4845618;17.57733;-89.08333;1;1;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;162
Hylocichla mustelina;1;1;Belize;454524;17.76463;-88.65209;9;2;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;28
Hylocichla mustelina;1;1;Belize;611163;17.60142;-88.70075;12;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;15
Hylocichla mustelina;1;1;Belize;602370;17.8412;-89.01902;15;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;1;1;Belize;602370;17.8412;-89.01902;15;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;1;1;Belize;611163;17.60142;-88.70075;12;3;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;15
Hylocichla mustelina;1;1;Belize;758817;17.75179;-88.65392;3;4;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;9
Hylocichla mustelina;1;1;Belize;454524;17.76463;-88.65209;26;10;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;28
Hylocichla mustelina;1;1;Belize;602370;17.8412;-89.01902;29;11;2016;bh-S;Bosque Humedo Subtropical;bh-S - Bosque Húmedo Subtropical;147
Hylocichla mustelina;1;1;Belize;603661;16.94779;-88.22444;17;10;1997;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;12
Hylocichla mustelina;1;1;Belize;330946;16.7812;-88.45717;29;12;2003;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;1;1;Belize;330946;16.7812;-88.45717;13;12;2004;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;1;1;Belize;332701;16.93222;-88.38333;16;12;2005;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;69
Hylocichla mustelina;1;1;Belize;785955;16.85729;-88.28313;5;3;2006;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;7
Hylocichla mustelina;1;1;Belize;785955;16.85729;-88.28313;5;3;2006;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;7
Hylocichla mustelina;5;1;Belize;330946;16.7812;-88.45717;30;12;2006;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;2;1;Belize;330946;16.7812;-88.45717;31;12;2006;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;10;1;Belize;330946;16.7812;-88.45717;29;12;2006;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;3;1;Belize;330946;16.7812;-88.45717;19;3;2012;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;7;1;Belize;2966989;16.78101;-88.45881;20;1;2014;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;69
Hylocichla mustelina;1;1;Belize;2997169;16.81506;-88.50895;4;4;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;505
Hylocichla mustelina;4;1;Belize;330946;16.7812;-88.45717;9;10;2014;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;2;1;Belize;1345618;17.05266;-88.56535;30;11;2014;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;2;1;Belize;330946;16.7812;-88.45717;19;3;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;2;1;Belize;2993409;16.78975;-88.5165;30;3;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;110
Hylocichla mustelina;6;1;Belize;2993409;16.78975;-88.5165;30;3;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;110
Hylocichla mustelina;1;1;Belize;1345618;17.05266;-88.56535;15;4;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;2;1;Belize;3608243;16.79972;-88.58324;15;4;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;300
Hylocichla mustelina;2;1;Belize;3608243;16.79972;-88.58324;14;4;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;300
Hylocichla mustelina;3;1;Belize;330946;16.7812;-88.45717;4;4;2015;bh-T;Bosque Humedo Tropical;bh-T - Bosque Húmedo Tropical;78
Hylocichla mustelina;12;1;Belize;4016348;17.05261;-88.56534;8;11;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;12;1;Belize;4016348;17.05261;-88.56534;8;11;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;4;1;Belize;4016348;17.05261;-88.56534;11;11;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;6;1;Belize;4016348;17.05261;-88.56534;9;11;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;7;1;Belize;4016348;17.05261;-88.56534;10;11;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
Hylocichla mustelina;12;1;Belize;4016348;17.05261;-88.56534;8;11;2015;bmh-S;Bosque Muy Humedo Suptropical;bmh-S - Bosque Muy Humedo Suptropical;215
